index,gamerTag,numCombosStarted,totalComboDamage,averageComboDamage,maxComboDamage,percentTimeClosestCenter,percentTimeInShield,rollCount,numRecoveries,totalRecoveryDamage,averageRecoveryDamage,maxRecoveryDamage,numSuccessfulRecoveries,recoverySuccessPercent,numEdgeguards,numFailedEdgeguards,edgeguardSuccessPercent,numPunishesStarted,numKillingPunishes,totalPunishDamage,averagePunishDamage,neutralWinPercent,openingsPerKill,won
403,S2J,78.21596973633737,713.072171082286,10.439638391545193,33.1233393720359,51.20833908268216,5.300236777829533,2.5563365188793643,23.784775880798996,248.87304927464453,4.933614806549576,66.82870972401477,19.72601163451412,54.0929052945273,6.552092984620587,15.625572988765136,32.25449769450814,59.552641414616076,10.677951916269407,1603.7596068035573,15.631163028395546,45.18501709373413,7.5888074734910695,0.0
404,HugS,64.25798101944609,793.5969696187574,19.439142355853914,123.31938182591193,54.51673989647013,10.847765095755847,26.271247718269677,22.265695884396358,250.5838370480662,6.8370262468735445,44.3324827759404,13.285621613848347,60.52015358717775,20.926717860952955,12.338481702199148,46.11697952704256,25.340270376110112,10.249220677928609,844.9405131519702,17.221167926743696,44.144016569771495,6.3872502569464995,0.0
405,Lucky,94.13103858777721,952.3203283669886,15.64080371664196,72.72098461833797,53.1318648547378,3.278087693109283,37.00991180599674,22.638105453880744,485.3978962263063,1.6877390848351244,56.905207254618276,4.640073480446932,78.87925261787134,11.728226605158818,13.024014862378417,25.378424777306794,37.390993961260364,8.287574235080264,1401.0332042905916,16.96456063056179,54.54157752503181,10.245208122205314,0.0
406,Plup,107.30743009930382,1914.3629019870511,9.66501205225324,66.88147673797218,54.213707392250384,4.250009993309148,24.188738404617336,9.43928134777613,311.6136500272089,21.093869004970287,56.272991346565675,13.056832292364296,88.95927434953761,20.023278030325617,25.68990149201043,19.07934793778973,61.96111868673559,10.421714345387754,820.9223043726571,21.062745965690535,45.506717534541714,9.9702989290686,0.0
407,Axe,143.75661396320368,905.7653977261793,16.999214261185454,58.543735997805655,52.43397777100183,6.606961496969512,16.53308757977773,19.22922805342172,305.87394192232716,10.560082481827443,61.115835500730775,13.69383343420556,73.40972374814683,32.017526566550806,8.02925930684898,35.64667086918875,55.04141662773544,11.670747889210695,1384.7540504152353,20.16334491000515,51.54280674701691,4.364653336712736,0.0
408,Infinite Numbers,108.13018628140802,1211.2327885511454,17.277048570877007,30.532046178696454,49.79609386229591,5.246900899270243,19.713328301277993,7.808968759683109,387.8743427499692,2.588414975933231,47.2592470153886,16.499025346823075,66.5991490125766,22.230547024205926,21.212060239774353,23.490118030091278,53.78939309918244,9.984270450410632,976.2513666061786,19.217880710871974,50.952533430504666,7.286060429189478,0.0
409,ChuDat,84.87034112501729,1192.1077848766654,14.425002652811667,11.9811894289518,54.04636103353357,0.2438345084946285,5.696776114452732,29.91803026198354,378.284090915343,7.209685251120579,48.73680412399563,8.333581540492778,49.367732824665396,16.018729046025918,16.87248501290437,10.422787506686046,57.98880860135081,8.03829733265759,976.2461337617376,24.02899938756658,48.417027599332286,6.268447084247386,0.0
410,Mew2King,69.72429974251793,1189.5451476900053,18.476523958457378,48.99537307135161,53.32492903131084,5.710945421525369,26.124049124418526,17.328928413351054,282.504035247848,18.72972805355404,51.558744742951376,17.57203953478338,72.30901012111156,16.133249200467933,4.096346446066901,15.100999369623988,99.69547494921162,9.321768678251122,1146.41329605121,18.736703720536447,52.93694288760959,8.616955193371258,0.0
411,Plup,73.96821836110121,1674.1814844220266,14.94040535453875,105.30725608716052,43.45601055155699,8.15606297749168,35.14446728698654,13.45381891641006,186.8211117520558,3.126507449662884,33.839232978145745,7.387802582907733,64.95387160892042,11.684515694771472,6.953449931345087,13.371602083692405,45.522948121292394,9.017479650795863,1199.1994987828273,20.74069772448378,42.29492189168346,5.482315553253676,0.0
412,Infinite Numbers,31.219705718859228,1427.2674995461584,15.092506360300852,80.27476177982322,50.57307195083857,0.5960633905520911,15.293239571346852,20.114569561019316,465.6589156876247,7.623954817952957,60.83282498191443,6.835741271273191,56.778787122338805,17.113363277020373,14.670583893751187,23.019355128055494,62.69827076141101,6.615708620737513,781.5023574842874,19.836275130995773,54.21370783382607,6.01256057844761,0.0
413,Axe,116.56483468933554,1626.2178353617714,15.50132159905175,36.405688976331945,55.26768743521817,6.435659373543585,32.67409910178743,17.821166348827987,220.47240868577745,20.629595397543326,23.7765616267056,9.511286626662926,71.4165221671004,9.789865810634849,7.247742155346735,23.70996675351794,63.95575789799249,8.933737362303653,736.1853020479683,17.887040387799587,41.49650107409067,7.3983524952682345,0.0
414,Leffen,81.52095554176296,1225.5241772913791,12.81463735108926,-10.500214336133396,48.03163715015724,6.618251225616258,26.6466001515953,22.057239294348562,438.5342888068656,12.32561100640986,57.53987893117372,15.770871910112485,83.5307343909157,17.482088818024895,10.524482303997699,27.789918396581335,80.308580962154,7.091240316489733,1289.9044898468655,15.59823489380542,45.34264916330737,6.6051475053279365,0.0
415,Ice,112.20158529997431,1435.406237347439,12.573420221763723,90.31972897304797,48.81227272805429,7.663253632690536,16.714981238441762,17.235460096669108,161.50689920559913,12.414780765896882,79.61797736428015,9.456429275871196,54.74268268797135,32.35050792519412,6.16739054651148,1.7080949027432446,37.48523461233617,5.035145538227269,860.7458430871395,18.13486512983515,44.30859285242568,7.516395820040582,0.0
416,Westballz,45.19445447636829,1239.6737646378367,16.522027218459247,115.77823198082889,47.90683113175405,5.506454144001906,7.66046861287526,19.75568413789157,290.7584510071413,10.824707057734896,45.38639481527149,4.357262801780128,56.48800783075106,7.155970046138245,11.861050792142484,37.33426553092445,34.762285543225275,6.476228905860317,1322.8231070658485,17.576656800336895,50.325161281711104,8.505447106504741,0.0
417,SFAT,86.60480275793208,1279.2740745579022,17.36673159574749,38.82070016474062,49.96690815219396,5.857579817032587,23.946889426035664,24.71714240451626,135.0638619687955,4.2487584168069334,33.23379828259942,9.213200579213728,65.70874781285434,12.042678009814928,10.848340148555017,9.332679889412278,36.27499047804241,12.5331455186069,1339.0864879387445,16.554139542652834,45.66903647301386,8.220873321508403,0.0
418,Lucky,103.56801424006517,1188.5942700473706,12.668224036899517,41.25929502962064,43.72784596033676,3.009323316016835,25.116736064319298,27.82849866477384,359.9494892584013,5.710738600219954,37.10313273479781,13.198715150493747,70.74124265721001,25.42587690687014,20.92595488400059,38.446656179629414,56.42431373788009,10.531407387032086,912.251562501165,18.96573794345244,44.46472096463854,6.9514178071349395,0.0
419,Westballz,61.61630234796744,1530.517541070365,20.16247651024652,70.32026976886387,42.55111613956066,8.285242042196545,11.51191645201143,22.825508953669775,36.61469521530661,4.448202064542188,39.92122610513104,8.862714440833713,53.09194745262571,10.259665318932665,21.28675125492639,18.30003301025286,73.24845671521405,8.878804794996107,1699.3113001345955,19.98866406862809,40.08928467906778,6.053275632769262,0.0
420,PewPewU,53.1928150129649,2010.3595775359559,14.91646722458913,91.26300817867977,50.50599577922043,10.234114755287157,38.53867881394687,34.47082376793915,409.3192857183185,6.956067170351817,37.58189280357027,11.864590076953489,45.944796626472126,11.156764935487997,3.2388234464690067,9.801449531403783,51.71569894133304,6.8877868051107,1396.4580161596555,14.563992822789452,50.665799820306596,7.341840768553006,0.0
421,PewPewU,63.467597701929705,606.9070331856749,12.691491145996688,26.596291755197868,50.621660162399095,6.485398483174786,25.7866612804057,31.078181685370467,249.18686565977947,16.35737305503075,67.52476546800371,12.886244720421157,60.478345981616556,27.04928612325447,18.699338105267394,18.69471367701091,30.727362442743324,12.17454737442562,899.4786276376191,26.03526612700662,49.679479115141504,7.184440923076569,0.0
422,Lucky,74.80514639505233,854.483243494773,12.166384929952294,68.55716677898742,56.58526978564601,2.794998872619571,1.8345757698152898,22.477706580810175,312.42480218813716,7.183534771585318,29.65107373342188,13.260866420342047,64.91158881553338,28.53324178984711,15.100517929937798,32.96197002401234,66.68095354616278,8.890971556245088,1279.9539085625602,17.1248390063051,40.113368428463275,6.8420142799543795,0.0
423,HugS,91.59993097695875,1213.7012956121016,14.242022647801448,76.39342923009268,55.43166694682745,10.343372654304813,10.595477808523086,13.363960758832212,290.4726455297952,12.500890589518473,42.59496062278764,19.176059165031628,66.37832479012326,21.425905849828133,8.614174311052462,-0.11345548388584148,34.24636460117439,7.450807375075493,720.4272769125962,21.32351453526679,49.10163211610468,6.774968531917647,0.0
424,Leffen,38.8705592447258,925.0405229864291,15.857206287289825,56.818616763941975,50.13675938336747,6.597360798292438,27.900963816110913,14.710649528854125,262.6198028283747,15.905994137584226,32.980521317291405,22.937433641316904,47.94011598299212,26.88622228443848,8.54965897409054,21.479053529973864,48.43413617800722,8.985819785326257,1604.0796577036049,22.161186886352773,51.88208048627193,4.533864683827027,0.0
425,Infinite Numbers,116.70874499527162,1458.3090256008927,11.87657413741384,30.31916967310132,49.16614683951282,8.153264317835399,12.779879406146307,24.03085046081461,134.70493420384747,6.941605624622679,25.377300340142202,8.601592777153908,84.45554708374735,14.193322679425028,14.284637038425743,10.61757200660685,57.33147117706516,11.445948862268946,1349.6563056839032,19.608858947707976,53.07741113075032,7.489647439469444,0.0
426,SFAT,105.34462178162104,787.1723095644518,10.441788171769806,30.279890853660824,51.39924452336889,3.945685810913541,24.282867890984413,29.685048039657836,367.4752162713428,12.195919045339096,39.99778125109886,15.278687197068654,79.78050867183,10.700388722247308,6.171459047085845,5.970601238246548,67.88286696654164,9.703854016138422,819.7401708368186,14.914349119597295,49.33655276773791,7.2792726643378325,0.0
427,S2J,61.12047236032322,1332.3985298608354,15.395312753763445,57.249951703224326,50.64805915093701,5.6717057219617875,30.127454656624575,14.282032630022556,211.18393740520665,20.491037533794774,53.73786589352562,23.744171831806856,62.140183107145,18.11726708316416,16.288978355734372,35.023755791294604,79.47942564163418,15.425431872651858,900.4108445051781,24.676247990670944,45.85123550080938,4.418779967699982,0.0
428,S2J,84.5758653519773,1399.1951730099977,17.894527528343218,68.03732566385726,40.974213230488566,3.666482784518365,14.19541565291011,20.73422296081452,376.99309011242065,12.907730833753783,25.29143618618968,6.740707515665678,77.33480669517955,26.017433956877113,11.90814068969505,29.848886447352466,53.432495428266854,10.240083092532208,1495.345862533541,18.35521697589523,49.70413039238906,7.324744716306833,0.0
429,S2J,119.20721013376058,1078.8960095694238,16.331056323172145,57.96650314627293,47.45147317712073,4.16487824408799,22.54715010057908,14.729220929585514,349.4721600671669,7.489298511723579,50.44008992651739,14.780657875882158,61.7365463497939,20.307507642497555,4.222425095545112,32.65550167201964,49.12089897432735,15.237015844037998,1302.4134606373464,16.26543435434847,50.74556967408479,7.150546665282368,0.0
430,Leffen,68.90478703989825,1242.1315831862926,10.445933292111063,88.44932003223303,52.37604814619894,5.304226216205692,-1.183962749564773,25.76389808101475,332.393148834125,17.763893591496625,49.908999487722035,11.321264503559885,61.271199203503414,21.137980338552545,5.914452279764654,8.96714200282999,71.07594013830214,13.281161459961934,1120.4020610789185,23.201560461707466,45.37741158367225,7.0535645621583125,0.0
431,Ice,127.19971642898994,743.2818093296689,16.036171086191043,32.06081404287285,53.31390330296189,4.891715451618048,21.981549875755512,17.275596340120185,60.75855003968038,17.31764148117924,22.87352783165721,13.699492867786326,55.739693728932934,29.551088023800844,15.400598020136009,27.775989121864637,41.32775164032586,15.06515177024195,1402.456842988162,20.072725742319385,40.80908825596626,8.123284740965781,0.0
432,ChuDat,93.32554957125697,931.8795830932788,16.419299077923128,84.91384535393988,49.06541517030227,6.609003247399485,34.44547198945331,19.848883983830923,120.09321385383353,16.194464311830004,20.70389012105599,17.026281088951126,69.93105322914597,14.783187841191745,12.359834803908889,13.804155054567838,69.04170317729424,7.907218029945815,1051.5910332294602,15.347957238203735,46.35264609397256,8.713429497801583,0.0
433,Lucky,117.30046036051776,1366.0770580599637,16.804123595172083,62.41824643764049,55.4099385184138,9.203620443000009,23.00687688561561,33.40565677857961,522.4738339824285,20.08575886971517,36.74219859963431,2.866201808864444,74.1979024838728,17.031224322332758,20.42018898297967,7.772961475912162,54.742988962016966,10.446326910865949,1394.7671249197554,18.904253571925572,40.13361878919583,7.370063144607087,0.0
434,S2J,117.71804635406677,1866.989400384289,16.362375440584238,42.784734056286425,57.48768258944112,2.548667501628328,14.015877509963602,14.157134790726118,478.71503851801936,12.82990748497092,53.166877347869104,13.748960297023928,39.28445037061618,21.229760083371055,9.874244681760443,8.931163892052359,53.389843392806974,13.257961614493352,902.0630288611104,21.41643439021439,44.08582496436843,7.946028159119792,0.0
435,PewPewU,63.93873271882662,1455.4208586308837,11.949635709957366,66.56081393948486,52.53646241398552,8.68626307375829,15.955153875187527,26.156200720932915,320.32850452916404,12.208423445074795,60.55188626460124,8.134814118742657,73.79194851992973,15.877502301823812,22.75466959888937,16.380133930971784,62.611296000144385,9.458237442368354,1335.9744610645794,20.262492888832885,50.66928665999235,4.48215606831868,0.0
436,S2J,107.28023090279694,1593.8742514396292,14.985707314460424,57.61285964569764,57.348491999224365,6.593507631003741,32.25477575927303,17.522997833063645,273.54488363374895,0.6510250967650698,59.39346672947569,12.502696652636134,74.01777522322735,15.578079798339166,20.165988914797754,34.35785712488489,55.130520944262265,14.689609138983029,1336.608810304907,18.697619189316047,41.427658076079744,9.568849238298553,0.0
437,HugS,132.10957863557437,870.6058210045231,11.866004199125744,22.355278304270513,51.52014942857997,5.554932584583124,23.564772527924156,9.515290362208871,46.14323279656338,13.200444223421247,53.19320806853676,9.76911373030258,51.784141650075156,17.901988449927217,15.139095516749482,22.65528995310106,84.12292356674367,12.517865913387054,1508.4300257072125,20.980344597001107,41.55887908841451,7.175392386092458,0.0
438,Plup,83.0959610811631,1270.06534496943,9.937830386672886,67.03409574301305,57.81688274189123,5.329306741659106,9.910677327697261,17.93875036266389,318.94525539314225,4.7165764958034,27.294681157669125,19.959257577101667,61.464052106180986,14.411040193203617,24.2032035587763,22.604784952373667,75.68918576085927,12.123267826678436,1092.7093351303347,22.803437981033095,51.09909925986534,3.683643191562179,0.0
439,Plup,92.59404637492892,622.7307370150245,13.189868749708008,89.91639236605417,49.761008398952505,4.827709810043001,26.339153214278227,27.295808714134175,381.63605334321204,8.696941722058646,19.011656942680887,16.376452708574234,64.3227421369828,18.776208027526753,9.87952610739481,23.712911332559344,82.14877965832308,10.848773939116622,704.2804307186416,25.354924523241063,44.787893004598644,4.894710023815107,0.0
440,Mang0,88.44692901701,1939.8364997140511,12.963095630063606,9.734937364873467,54.30562067640247,5.775426265004351,10.128069113483079,23.590242960215157,298.25830825927426,14.730889923434503,57.47811221988144,2.1759622914450283,67.53974230379367,34.31027610857375,16.87031399340254,16.692512820140344,58.279373018102945,10.827749172689852,1505.4041416967925,17.447266739154152,48.29588255605118,5.7707329710876625,0.0
441,HugS,92.74686118678234,1232.5703414143072,18.531707278555736,109.49415559478096,49.56397530073836,5.576828322464955,11.383143694539104,14.97271476745509,305.89145126872677,11.388347068241105,21.470255810124748,6.668983581849836,47.292029964653395,20.875288889646747,14.184711440920939,13.372195103597338,48.75408864593932,6.337834067518205,1065.8654373106215,19.903323044867953,44.76954578827401,7.777716652990689,0.0
442,Mang0,47.82980368053441,1294.7861341765183,17.626667103931062,51.23004730168435,55.34117452186014,1.1109747474927016,12.770913331766678,30.189698680647794,273.0929425510622,17.728189183902355,33.33395709338285,16.13334126922497,79.91805509895758,21.610472969191,16.60646533074982,20.583100033669737,50.896383401900934,9.104145650792113,1374.1994273060727,24.51848033080618,45.9189203984772,9.315725389242955,0.0
443,SFAT,130.72901474177263,701.446803887364,16.13045246887205,77.44794422674369,55.73391085748898,5.121391007549604,34.68922798676348,12.589959462785476,295.3542710840378,10.409614730049324,47.680373785185196,5.849882311142387,74.21289093561595,32.14740247486531,6.071632252773133,18.395491198515902,47.30259877663114,5.0992983136722225,1560.5846517194586,17.501965029471766,46.41198139947632,8.346453139344618,0.0
444,Infinite Numbers,47.18104908830313,1084.456129358419,16.17397370780919,77.4135733399792,51.47514674413581,3.070086032974393,14.121097442207002,28.257628958605775,239.97399286616744,17.277837769195994,48.47586160888483,24.221277070977166,76.56510158413337,23.28911519621705,27.03939763877336,7.801661092434847,90.62091492600166,9.03897281251578,1312.8238397978794,24.484920835086097,46.98493477181148,6.947576255956232,0.0
445,Plup,117.42930723779834,1141.3763987598836,17.482508699754693,55.02903220040949,50.37999601236268,6.224776483616342,29.551366575746364,25.149216121743304,234.15382252286113,11.536665519782119,80.43731387763818,16.30851410918692,70.5538596745221,16.012880815159647,14.03004020804432,15.842090043041992,22.41108025661355,9.109067628116748,1219.6123498283741,16.97701075101213,43.4768229217459,4.713672586449205,0.0
446,PewPewU,58.28014664096375,1332.8780086989016,9.565159967496779,70.50565306889581,52.741829828907505,5.948509011980474,11.216979822671018,21.02470349772384,486.92289904430675,12.084795503542095,33.37537617169119,25.905423936491943,89.0454023330922,27.9707355443963,17.04900934670671,31.094264077461276,46.84151201637063,8.008871256702003,1797.6864638952477,15.170903613676582,44.36737984366865,6.603619325506396,0.0
447,Westballz,62.076103327163175,1925.1942248111538,16.582824368845714,66.4011847647365,51.72067933345799,5.733909645833463,4.745916095944676,29.445372087911327,558.3892709946695,14.096461342989421,35.64807042025117,15.231892458129947,64.78778271252358,28.623691099539784,18.83368636921006,11.566265831339704,64.6504334827571,8.742108997591739,531.7132368002921,15.418296056079132,53.23667902390913,7.936227171925735,0.0
448,HugS,106.40457029992984,1331.0604536140258,18.319239563932094,53.752174986570054,47.94490391707946,5.20675339585034,10.18099036282499,19.68762386169207,410.8041885678294,6.108484302669922,50.46774993835161,11.070514665160623,66.1156632662561,22.220615653248373,24.866046592732136,17.893963767475505,40.2909852450828,13.414824560964782,1640.1677660291891,15.513463996936109,48.38078159762487,4.888819387696645,0.0
449,HugS,62.880419302516444,1181.9283108559061,19.93900766824404,10.474500005886526,51.46073944367189,7.29383980825206,18.00163934244676,13.239395799016714,294.8688915438689,13.032650170017998,53.40293100729572,21.469653240321755,70.05669131576711,16.24592014593302,8.043557047751166,36.718047525124575,70.28275811658108,8.900669159445018,1033.1507762456558,20.43593945662401,46.32081729092089,5.9588782065665065,0.0
450,Infinite Numbers,88.3891786785644,828.8404921094539,14.81778217168237,50.755570803391535,49.48417501644453,1.5144168951464176,23.441803815698602,33.106444679696374,272.185458216657,9.62211749665871,64.85462226571225,2.2691362306539786,79.24682645876615,21.272229759983894,20.198265876082672,31.109266438062676,85.374326748559,9.985881386970313,1060.2776500384714,23.38361451557363,43.758297829863295,7.563095535824457,0.0
451,HugS,58.08631826400355,1158.3154210637204,12.989748660979222,48.47576624148772,46.771729868963696,3.800010380940382,27.123493620522225,25.573242998474328,390.62192183426293,7.847157309684124,77.26513236485374,3.6751612670761133,80.92288058590819,3.9321013835398766,18.74717105033875,39.14166029992653,80.29547813981765,9.329151515212377,932.2179778230303,17.000388062356194,48.053329680546646,7.8570029036743225,0.0
452,Mew2King,78.2973929062776,1299.882302884972,14.12216439044075,94.15892191482502,53.13136916009693,7.922848556760867,10.17182566815551,27.291316940893285,189.84894056290983,20.321970842574267,50.29841065700792,7.504827666611234,76.91721562679884,4.124410358271227,13.281924943711154,27.83447264763798,37.162127168716864,6.514587360160019,1292.993219707343,15.009807067438505,49.99599094480729,8.488313774139437,0.0
453,Westballz,76.23491279922641,1193.0429864905425,10.827268852098651,26.67258167487808,45.89261901758272,-0.9121008282779147,23.715959307269166,29.161145049510957,100.61410590037937,8.91731438244911,46.00875201722586,17.604640069672758,68.989289380501,10.00042471392922,14.19937136800267,29.275048170786704,89.74267453694941,4.8724459640177855,1130.404877174516,13.835363264346901,42.752550928911695,9.953066766172201,0.0
454,Infinite Numbers,45.67878140480194,1501.2778336342635,17.40497900061582,92.0446398601733,48.41260186548246,5.434924534363548,11.366543117850316,19.6560926468232,86.52900248899545,14.974530616684097,33.19849887706356,16.023067662762173,71.8651043737637,3.835424648440442,12.247784331463322,19.97937614533843,34.74656299946945,11.929827834050865,1075.8834642054408,16.009440885007805,53.416282612754415,5.966651910395355,0.0
455,Ice,74.92630613279145,1844.9599015705521,15.263757302880459,40.071757794936936,47.140152140217566,2.995302376468369,28.747053903689768,15.927830462422099,261.04550367232025,7.693938653825428,36.076357219547994,22.842268077269154,68.8316812141278,26.568899858071667,-0.3763534368950414,27.06282771236194,85.69290648909102,10.950661245114492,1378.7326991394561,17.647303515074427,48.34237184419639,8.309464540934094,0.0
456,HugS,101.63243454320951,1423.279829127548,16.254211963898836,52.707600915491255,44.40823026619692,2.298311462265224,11.390327372282407,21.72236146802991,295.43012859628476,17.43894745930169,37.468483916585356,22.86785150480197,74.18363492268803,20.57584795480155,15.888451315251013,11.344938500175264,89.01621009668561,8.62647048299934,1633.0724664046113,15.920015384526966,49.55137502363938,6.630993369641168,0.0
457,Plup,109.68614071767837,1238.0772123203387,11.2449087106672,76.42264674043128,57.028890766263025,7.009857420287382,8.83073345767055,20.434715724972193,181.10520337061598,14.72312408514342,49.05080423319858,11.022544649932513,73.88588173057897,19.776280712875735,11.557542128224801,27.46251686413325,31.395191012756143,9.613740577311809,1430.9529356296885,15.56032200387575,44.81840125112528,8.087651955830767,0.0
458,S2J,127.16985263647524,861.6939071742157,12.390967856178298,50.622958191825674,56.71295268056961,1.4946914930544573,21.842212025485164,13.26642405859942,331.24269034020335,7.251950742901606,60.281883623006905,23.27919412791589,75.45543061598981,1.7146571374243371,28.249168569313568,15.844401208395176,67.45776337050046,12.846114268182383,1539.867684333708,22.04215482867891,47.40033327983464,8.337211770676525,0.0
459,SFAT,115.67079911331786,1347.1442033049639,9.72989577586424,102.50770923633216,46.321237519012975,4.312562117589702,10.706469992667504,19.696656858744518,263.9530800008925,14.643618410358636,60.09069632684766,11.03440096874309,69.66915645072011,20.751274229656904,27.072261991003252,31.068481576752188,70.42267947631184,10.80369584577991,623.9301364413865,22.498296114581866,44.70356268861901,6.518243990559086,0.0
460,Infinite Numbers,94.72788338496481,1488.849690559512,14.975842455021088,64.82697690838981,55.427735510841686,2.209567969975566,30.406139490169522,31.365602014467367,316.6134401835899,12.265057632570263,43.48646571066067,22.737089452960443,58.01491790989871,17.90957003266994,15.238880155222613,36.852827242834984,104.7732914493122,11.97364967982797,1101.1300309747512,20.766766514918935,44.29874165945495,8.969887887674455,0.0
461,ChuDat,86.62213498300628,1997.7995150616252,16.646806706088288,112.8204015259199,50.55595901646827,8.33316027885137,2.641756894202709,33.703701085607186,351.8733672232073,15.497639654319869,76.42663971905827,21.26715971310609,65.52505519364591,8.922920826410488,13.141393875884106,16.12907813453467,29.80665779099892,12.41587785888699,1078.3952936841754,15.755109282266254,52.717605887799465,7.077987066530417,0.0
462,ChuDat,113.20514444646233,1284.1626151172572,15.315883587073856,43.604929033088496,42.723370497666224,9.338320038622728,-2.821604492983541,23.375572486775603,512.8599117951994,12.52490843738477,48.9068533787713,9.112124523816048,79.2479774794814,25.350265112604852,14.152385223180136,26.500178435305862,29.948706858238587,5.394224893716029,1599.4503718405963,20.856572236649065,50.858883994165886,7.238569020396804,0.0
463,S2J,91.21754411454887,752.3649136841194,11.330864747702364,87.21937749429432,48.68004964344695,0.03448723715311308,30.74059947324247,28.849813591410882,82.15060594523996,21.26085132666378,62.446281297311245,4.416581770590763,64.20222997893461,23.75284061769183,17.159779267452045,24.181938477638752,32.47013830209023,9.656917021456703,1307.771368468323,17.80436844375172,52.03832429568109,3.9775584453889636,0.0
464,S2J,77.04944459211981,1159.4464318655419,11.766853646912184,18.611115792048267,51.00570060349055,5.932562730976661,-3.930113907383196,28.99196396755524,522.6005420200274,12.974408643358391,53.601345158912345,23.382505237485038,42.196259927654424,18.162085831275355,22.123788165028028,23.68432700450594,62.28288574876501,9.897838487845828,1170.5170597806587,17.218820199923005,47.18203549451578,6.3374049047269665,0.0
465,Westballz,36.85979199191656,1208.7048711568702,15.890253885820634,65.28902820358238,52.583547863548446,4.553735751715638,27.71879222238867,21.924080076507757,270.63892595643483,15.282383991385327,55.64861483262514,22.28840461499076,84.58095391625928,11.126077805824028,14.380662744343647,26.115419737045713,61.58275879868625,5.809702249474247,1255.0775962390649,22.487990416096544,48.19243616069902,6.921400428471767,0.0
466,S2J,55.08165989795475,2062.67893517319,14.632159684277838,76.02084478240624,46.12363258953,3.89796268705532,22.9356252952558,27.15803940106389,399.9075509646929,6.596420223311226,18.589571587357604,8.467835310858131,75.14952586341462,17.350818862275133,22.139209274081388,1.5712866982528602,43.003241197502724,4.593539342092283,1426.7585027104928,24.550046564709675,52.93546139226838,6.557590536605652,0.0
467,Axe,67.68975552014379,1430.0809170964362,10.016124372102997,99.93681414951425,49.5201200830879,4.536289331114733,6.704643211671678,17.865510051026416,471.101631902697,8.682935317776952,21.859792345228673,12.32957117586606,63.1155241480249,16.48571902049935,16.10412423429295,31.957748025487476,69.89699087654621,6.046941128590997,1463.8783615120751,19.783556027925762,44.63566279964915,6.589156283433917,0.0
468,S2J,139.2135105449499,1794.9000254651444,15.64853058657496,6.149097346362485,46.79861808200497,5.614497577362234,33.32478972761759,8.596469118797323,306.5428693873243,4.828344523582348,60.641389184154846,13.75077252895515,81.18850258370311,14.883790928980183,24.642900924591622,17.505443604745867,88.34371944817315,11.433397473876688,1207.603694160736,23.144565391222187,46.25729818484127,5.249655459588805,0.0
469,Plup,132.55176566204437,1779.4758947716539,16.528278139156882,63.24029198641898,49.74220703783651,4.12232126580377,27.503069354767128,11.488548865912104,314.34461473550846,15.777196144990361,67.2650757311434,22.048999105882082,78.94652781447273,33.74725688933368,16.794103612863875,24.36219068018968,93.80179197457116,10.16198978564971,1262.4378169273868,16.040892780425875,49.86590728633756,8.756738560190305,0.0
470,Mang0,52.15126304108991,1625.6624850317153,11.188177982614528,79.12759775883248,43.76017922582998,9.215326890907388,16.01490233725164,19.222239659786766,303.9641054822162,12.11952937879807,47.78627978434525,19.40825590216531,74.88659125517802,14.211482327602774,19.362833938894138,29.17727040865297,91.91836220841654,11.06940134184768,1163.8483273458014,16.496927769166142,47.217807661251086,7.734232024721486,0.0
471,Infinite Numbers,73.66179622225275,543.16834063206,16.0381265883356,62.03627321061751,52.25032273765809,3.913795260983135,19.838858230643073,8.808887089573492,296.0814595262446,5.44179095459879,66.0683714711569,9.325683592278732,49.318712915319736,7.743972141090969,3.9266870002153427,10.151418177484837,74.75052299079042,14.13944937024181,665.6289916088458,22.01878088193338,49.323860547556905,6.410911277969394,0.0
472,Ice,94.26045418500735,1192.6483791209175,16.289561686579667,89.5177244760963,50.265367527435096,9.546707169176207,10.929893649724654,17.368526500330084,371.1329318603276,12.09620845772512,23.582649940086217,9.821928608211532,52.14929317559444,29.446581633527234,16.55783775656498,29.750131248187177,39.262771695822266,10.540714597016752,1841.9373290269202,17.92446326946192,43.11939112243833,5.049226044046076,0.0
473,Westballz,109.82744999256187,1576.7955426128565,14.876245099046272,75.66859976015812,55.31836440953223,8.475298012512484,22.85323030028694,11.475998744550507,376.27630600278593,8.413308151310083,50.74144366386221,6.093116808255175,71.14333160852522,22.17882097572297,15.263191715392168,42.984404863786395,60.56574759083307,4.290462415620168,1314.5681809587525,22.79998655402676,43.04621160304366,7.9057071295876735,0.0
474,Ice,74.7135606175083,1529.2584669274297,18.584150911701304,72.40859483310686,51.11361940394963,0.689902759602453,31.970112207221426,27.394105118863216,413.7306053884894,9.306374788070203,48.29817994862487,9.044281414490067,39.82186062625107,24.777370906662245,23.321881080780813,2.161488377259524,78.20460034255403,9.363414791106573,1074.040335653077,19.304859820031616,45.37273064503066,6.197142639779242,0.0
475,SFAT,69.4380281502813,1061.1634018897548,14.998754109103935,111.00951643514372,47.30438579104625,6.788490754097082,17.147871432865575,15.834801467240181,209.66861270259946,11.872767549376693,71.78725514295478,16.51788493894497,75.2187887210471,14.283616595916587,0.7387241958062076,16.318541139764278,41.72843782683859,4.6365244074819945,1724.196430878125,14.963925076487588,39.71825202925296,6.996884812614768,0.0
